불량일자,라인,제품코드,제품명,불량유형,불량수량,불량중량_kg,원인,조치사항,처리구분,검사자,LOT번호,비고
2026-02-04,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 계량 오차,계량기 재보정,등급변경,박검사,L260204-19,
2026-02-04,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,필링 부족,필링 투입량 재설정,등급변경,이검사,L260204-20,
2026-02-04,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,재작업,최검사,L260204-21,
2026-02-04,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,재작업,김품질,L260204-22,
2026-02-05,DUBAI,DCK-C,두바이코코아,성형불량,7,0.7,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),등급변경,이검사,L260205-01,
2026-02-05,DUBAI,DCK-C,두바이코코아,외관불량,4,0.4,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,박검사,L260205-02,
2026-02-05,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 온도 부적절,필링 보온 온도 재설정,등급변경,최검사,L260205-03,
2026-02-05,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,재작업,김품질,L260205-04,
2026-02-05,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,폐기,박검사,L260205-05,
2026-02-05,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,등급변경,이검사,L260205-06,
2026-02-05,DUBAI,DCK-M,두바이말차,성형불량,5,0.6,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,폐기,최검사,L260205-07,
2026-02-05,DUBAI,DCK-M,두바이말차,외관불량,4,0.4,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,이검사,L260205-08,
2026-02-05,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,재작업,최검사,L260205-09,
2026-02-05,DUBAI,DCK-M,두바이말차,중량미달,2,0.2,필링 부족,필링 투입량 재설정,등급변경,박검사,L260205-10,
2026-02-05,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,재작업,이검사,L260205-11,
2026-02-05,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,폐기,최검사,L260205-12,
2026-02-05,ITALY,ICK-D,이태리다크,성형불량,5,0.6,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),등급변경,김품질,L260205-13,
2026-02-05,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,재작업,최검사,L260205-14,
2026-02-05,ITALY,ICK-D,이태리다크,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,재작업,박검사,L260205-15,
2026-02-05,ITALY,ICK-D,이태리다크,중량미달,1,0.1,필링 부족,필링 투입량 재설정,등급변경,최검사,L260205-16,
2026-02-05,ITALY,ICK-O,이태리오리지널,성형불량,5,0.5,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,폐기,박검사,L260205-17,
2026-02-05,ITALY,ICK-O,이태리오리지널,외관불량,2,0.2,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,김품질,L260205-18,
2026-02-05,ITALY,ICK-O,이태리오리지널,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,이검사,L260205-19,
2026-02-05,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,등급변경,최검사,L260205-20,
2026-02-06,DUBAI,DCK-C,두바이코코아,성형불량,10,1.1,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,박검사,L260206-01,
2026-02-06,DUBAI,DCK-C,두바이코코아,외관불량,6,0.6,표면 크랙,냉각 속도 조정,재작업,김품질,L260206-02,
2026-02-06,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,박검사,L260206-03,
2026-02-06,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,필링 부족,필링 투입량 재설정,등급변경,최검사,L260206-04,
2026-02-06,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,김품질,L260206-05,
2026-02-06,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,박검사,L260206-06,
2026-02-06,DUBAI,DCK-M,두바이말차,성형불량,3,0.3,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),폐기,이검사,L260206-07,
2026-02-06,DUBAI,DCK-M,두바이말차,외관불량,3,0.3,코팅 두께 불균일,코팅 도구 세척 및 재템퍼링,등급변경,박검사,L260206-08,
2026-02-06,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,이검사,L260206-09,
2026-02-06,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,김품질,L260206-10,
2026-02-06,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,박검사,L260206-11,
2026-02-06,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,등급변경,이검사,L260206-12,
2026-02-06,ITALY,ICK-D,이태리다크,성형불량,4,0.4,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),등급변경,최검사,L260206-13,
2026-02-06,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,이검사,L260206-14,
2026-02-06,ITALY,ICK-D,이태리다크,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,김품질,L260206-15,
2026-02-06,ITALY,ICK-D,이태리다크,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,폐기,박검사,L260206-16,
2026-02-06,ITALY,ICK-O,이태리오리지널,성형불량,5,0.5,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,등급변경,박검사,L260206-17,
2026-02-06,ITALY,ICK-O,이태리오리지널,외관불량,4,0.4,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,김품질,L260206-18,
2026-02-06,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 계량 오차,계량기 재보정,등급변경,박검사,L260206-19,
2026-02-06,ITALY,ICK-O,이태리오리지널,중량미달,2,0.2,필링 부족,필링 투입량 재설정,등급변경,최검사,L260206-20,
2026-02-06,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,김품질,L260206-21,
2026-02-06,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,실링 불량,실링기 점검,재작업,박검사,L260206-22,
2026-02-07,DUBAI,DCK-C,두바이코코아,성형불량,12,1.2,성형 틀 마모,성형 틀 교체,등급변경,최검사,L260207-01,
2026-02-07,DUBAI,DCK-C,두바이코코아,외관불량,7,0.8,표면 크랙,냉각 속도 조정,등급변경,이검사,L260207-02,
2026-02-07,DUBAI,DCK-C,두바이코코아,필링불량,4,0.4,필링 온도 부적절,필링 보온 온도 재설정,폐기,김품질,L260207-03,
2026-02-07,DUBAI,DCK-C,두바이코코아,중량미달,3,0.3,필링 부족,필링 투입량 재설정,등급변경,박검사,L260207-04,
2026-02-07,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,이검사,L260207-05,
2026-02-07,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,최검사,L260207-06,
2026-02-07,DUBAI,DCK-M,두바이말차,성형불량,5,0.5,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,최검사,L260207-07,
2026-02-07,DUBAI,DCK-M,두바이말차,외관불량,4,0.4,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,이검사,L260207-08,
2026-02-07,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,재작업,김품질,L260207-09,
2026-02-07,DUBAI,DCK-M,두바이말차,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,등급변경,박검사,L260207-10,
2026-02-07,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,폐기,이검사,L260207-11,
2026-02-07,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,등급변경,최검사,L260207-12,
2026-02-07,ITALY,ICK-D,이태리다크,성형불량,3,0.3,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,이검사,L260207-13,
2026-02-07,ITALY,ICK-D,이태리다크,외관불량,3,0.3,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,박검사,L260207-14,
2026-02-07,ITALY,ICK-D,이태리다크,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,최검사,L260207-15,
2026-02-07,ITALY,ICK-D,이태리다크,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,박검사,L260207-16,
2026-02-07,ITALY,ICK-D,이태리다크,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,이검사,L260207-17,
2026-02-07,ITALY,ICK-D,이태리다크,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,폐기,이검사,L260207-18,
2026-02-07,ITALY,ICK-O,이태리오리지널,성형불량,5,0.5,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,등급변경,이검사,L260207-19,
2026-02-07,ITALY,ICK-O,이태리오리지널,외관불량,4,0.4,표면 크랙,냉각 속도 조정,등급변경,박검사,L260207-20,
2026-02-07,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,폐기,최검사,L260207-21,
2026-02-07,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,필링 부족,필링 투입량 재설정,재작업,김품질,L260207-22,
2026-02-07,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,재작업,박검사,L260207-23,
2026-02-07,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,재작업,이검사,L260207-24,
2026-02-10,DUBAI,DCK-C,두바이코코아,성형불량,10,1.0,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,재작업,최검사,L260210-01,
2026-02-10,DUBAI,DCK-C,두바이코코아,외관불량,6,0.6,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,박검사,L260210-02,
2026-02-10,DUBAI,DCK-C,두바이코코아,필링불량,4,0.4,필링 온도 부적절,필링 보온 온도 재설정,등급변경,최검사,L260210-03,
2026-02-10,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,등급변경,박검사,L260210-04,
2026-02-10,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,재작업,이검사,L260210-05,
2026-02-10,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,폐기,최검사,L260210-06,
2026-02-10,DUBAI,DCK-M,두바이말차,성형불량,6,0.6,성형 틀 마모,성형 틀 교체,재작업,최검사,L260210-07,
2026-02-10,DUBAI,DCK-M,두바이말차,외관불량,4,0.4,표면 크랙,냉각 속도 조정,폐기,박검사,L260210-08,
2026-02-10,DUBAI,DCK-M,두바이말차,필링불량,3,0.3,필링 온도 부적절,필링 보온 온도 재설정,등급변경,최검사,L260210-09,
2026-02-10,DUBAI,DCK-M,두바이말차,중량미달,2,0.2,반죽 분할 오차,분할기 재보정,등급변경,박검사,L260210-10,
2026-02-10,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,재작업,이검사,L260210-11,
2026-02-10,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,재작업,최검사,L260210-12,
2026-02-10,ITALY,ICK-D,이태리다크,성형불량,5,0.5,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),등급변경,최검사,L260210-13,
2026-02-10,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,박검사,L260210-14,
2026-02-10,ITALY,ICK-D,이태리다크,필링불량,1,0.1,필링 계량 오차,계량기 재보정,등급변경,최검사,L260210-15,
2026-02-10,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,등급변경,박검사,L260210-16,
2026-02-10,ITALY,ICK-O,이태리오리지널,성형불량,5,0.5,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,등급변경,이검사,L260210-17,
2026-02-10,ITALY,ICK-O,이태리오리지널,외관불량,3,0.3,표면 크랙,냉각 속도 조정,등급변경,김품질,L260210-18,
2026-02-10,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,등급변경,이검사,L260210-19,
2026-02-10,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,재작업,김품질,L260210-20,
2026-02-10,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,박검사,L260210-21,
2026-02-10,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,이검사,L260210-22,
2026-02-11,ITALY,ICK-D,이태리다크,성형불량,3,0.3,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,최검사,L260211-01,
2026-02-11,ITALY,ICK-D,이태리다크,외관불량,2,0.2,표면 크랙,냉각 속도 조정,등급변경,이검사,L260211-02,
2026-02-11,ITALY,ICK-D,이태리다크,필링불량,1,0.1,필링 온도 부적절,필링 보온 온도 재설정,재작업,김품질,L260211-03,
2026-02-11,ITALY,ICK-D,이태리다크,중량미달,1,0.1,필링 부족,필링 투입량 재설정,등급변경,박검사,L260211-04,
2026-02-11,ITALY,ICK-O,이태리오리지널,성형불량,6,0.6,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,등급변경,이검사,L260211-05,
2026-02-11,ITALY,ICK-O,이태리오리지널,외관불량,4,0.4,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,재작업,박검사,L260211-06,
2026-02-11,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,최검사,L260211-07,
2026-02-11,ITALY,ICK-O,이태리오리지널,중량미달,2,0.2,필링 부족,필링 투입량 재설정,등급변경,김품질,L260211-08,
2026-02-11,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,박검사,L260211-09,
2026-02-11,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,등급변경,이검사,L260211-10,
2026-02-12,ITALY,ICK-D,이태리다크,성형불량,3,0.3,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,재작업,박검사,L260212-01,
2026-02-12,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,김품질,L260212-02,
2026-02-12,ITALY,ICK-D,이태리다크,필링불량,1,0.1,필링 온도 부적절,필링 보온 온도 재설정,폐기,이검사,L260212-03,
2026-02-12,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,김품질,L260212-04,
2026-02-12,ITALY,ICK-O,이태리오리지널,성형불량,5,0.5,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),폐기,최검사,L260212-05,
2026-02-12,ITALY,ICK-O,이태리오리지널,외관불량,3,0.3,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,이검사,L260212-06,
2026-02-12,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,재작업,김품질,L260212-07,
2026-02-12,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,필링 부족,필링 투입량 재설정,등급변경,박검사,L260212-08,
2026-02-12,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,이검사,L260212-09,
2026-02-12,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,최검사,L260212-10,
2026-02-13,ITALY,ICK-D,이태리다크,성형불량,2,0.2,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,최검사,L260213-01,
2026-02-13,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,이검사,L260213-02,
2026-02-13,ITALY,ICK-D,이태리다크,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,최검사,L260213-03,
2026-02-13,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,등급변경,박검사,L260213-04,
2026-02-13,ITALY,ICK-O,이태리오리지널,성형불량,5,0.5,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),폐기,최검사,L260213-05,
2026-02-13,ITALY,ICK-O,이태리오리지널,외관불량,2,0.2,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,이검사,L260213-06,
2026-02-13,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,최검사,L260213-07,
